Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull
139,11,25,Danyard A/S,C6KD4,0-AllShips,Bureau Veritas,59,Curacao,13930,Dover Uk,10.015,9.7,11141400,null,Bahamas,13049,59,9030149,PAITA,41.183333,159,-25.18,308126000,Swedish Stream,0-Underway(Engine),720420,Seatrade Reefer Chartering NV,Seatrade Groningen BV,Skuld,Nassau                                ,Propeller : Fixed Pitch,1104763,SCAN,null,18,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:13:37.000Z""",1668183217,7-Cargo,10/07/1992,21.5,null
131,15,22,Gelibolu Gemi Insa Sanayi,V4AL4,0-AllShips,Bureau Veritas,256.9,Turkey,12657,Ru Tmr,5.6,4,11092200,null,St Kitts & Nevis,9256,69,9736896,BOTAS NATURAL GAS TERMINAL,45.47914,145,36.867543,341464000,Azov Forward,1-AtAnchor,SKN 1003554,Sarfo Denizcilik ve Ticaret AS,Aksoy Group,West of England,Charlestown,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,General Cargo Ship,"""2022-11-11T16:22:45.000Z""",1668183765,7-Cargo,07/05/2014,10,null
195,19,32,null,H8IL,0-AllShips,null,0,null,null,Chittagong,null,5.7,3220100,null,null,null,138,8217104,MANILA,22.320387,224,91.81299,351527000,Ocean Mariner,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-04-28T05:00:42.000Z""",1651122042,7-Cargo,null,null,null
7,4,8,Andina,AAA88,0-AllShips,null,55.8,Peru,470,Tambodemora,3.83,2.5,4011800,null,Peru,431,55.8,0,PUERTO DEL CALLAO,-12.04155,44,-77.169938,760000210,Carmencita,8-Underway(Sailing),CO-15653-PM,EXALMAR,  Unknown,Shipowners' Club,Callao,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Fishing Vessel,"""2022-11-11T14:21:17.000Z""",1668176477,30-Fishing,null,13.5,SH
113,2,9,Moen Slip og Mek Verksted AS,5IM626,0-AllShips,INCLAMAR,11.8,Colombia,760,,3.449,0,0,null,Tanzania (Zanzibar),675,148.2,7626126,PUERTO BOLIVAR,12.172257,122,-71.967782,677052600,Guadalupe,0-Underway(Engine),null,Agencia Maritima GI SAS,  Unknown,Unknown,Zanzibar,Propeller : Controllable Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-07T19:58:52.000Z""",1667851132,7-Cargo,17/08/1977,10,null
64,11,13,Komuny Paryskiej Stocznia,UBOR,0-AllShips,Russian Maritime Register,132,Russia,1895,Kr Pus,5.35,5.5,11092200,null,Russia,2545,21,7826154,PUSAN,35.064475,91,129.011643,273420160,Lyra,5-Moored,814335,MAG-SEATranzit Co Ltd,MAG-SEA International,VSK Insurance,Vladivostok,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:21:34.000Z""",1668183694,7-Cargo,1981-00-00,15.5,SH
0,0,0,Haugesunds Slip AS,MDDH8,0-AllShips,null,228.1,Malta,224,It Lic,2.655,2.9,11041930,null,United Kingdom,206,248,6704919,LICATA,37.096133,0,13.936502,235034693,Salmo Salar Lk,5-Moored,908283,Salina Aquaculture Ltd,  Unknown,Unknown,Lerwick,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:29:50.000Z""",1668184190,37-Pleasure,null,10,SH
15,3,6,null,YB 5656,0-AllShips,null,149.8,null,null,,null,0,0,null,null,null,149.8,0,PANGKALPINANG,1.244452,25,104.096988,525500249,Km.satria Jaya Baru1,15-NotDefined,null,null,null,null,null,null,null,null,null,7.3,null,null,null,"""2022-07-30T12:47:16.000Z""",1659185236,30-Fishing,null,null,null
78,3,16,null,C6VN6,0-AllShips,null,0,null,null,Klaipeda,null,5.7,12132300,null,null,null,102,9140956,SZCZECIN,55.65677,98,21.156398,309146000,Samskip Glacier,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-12-14T08:25:37.000Z""",1639470337,7-Cargo,null,null,null
98,9,18,Guangxin Shipbuilding & HI,PJDE,0-AllShips,Bureau Veritas,123.6,Netherlands,7127,Habana,6.3,7.7,11122000,null,Curacao,6088,122,9795995,NEW ORLEANS,25.095317,115,-86.4278,306124000,Orange Strait,0-Underway(Engine),2019-C-2123,Seatrade Groningen BV,Seatrade Groningen BV,Skuld,Willemstad,Propeller : Fixed Pitch,null,null,null,12.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:34:16.000Z""",1668184456,7-Cargo,02/07/2018,14,null
110,16,21,null,3FXS9,0-AllShips,null,318.9,null,null,Ph Dvo,null,5.6,9231200,null,null,null,320,9179402,YOKOHAMA KO,6.685775,139,125.781685,373246000,Lucena Carrier,0-Underway(Engine),null,null,null,null,null,null,null,null,null,13.7,null,null,null,"""2021-09-23T07:32:05.000Z""",1632382325,7-Cargo,null,null,null
0,0,0,Appledore Shipbuilders - earl,T8A3631,0-AllShips,null,203.4,Latvia,3073,Bissau,5.952,6.6,9161000,null,Palau,3402,71,8320585,BISSAU,11.780017,0,-15.607175,511100478,Green Atlantic,1-AtAnchor,null,Tambels Ltd-BZE,  Unknown,Unknown,Malakal Harbour,Propeller : Controllable Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:10:36.000Z""",1668179436,7-Cargo,25/09/1984,12,null
93,0,18,Kurinoura Dockyard Co Ltd,7KBJ,0-AllShips,Nippon Kaiji Kyokai,267.1,Japan,6311,Tn Sus,6.714,4.9,11120700,null,Japan,5846,266,9788772,VALLETTA HARBORS,36.080323,122,13.876218,431793000,Kenta Maru,0-Underway(Engine),143090,Toei Reefer Line Ltd,Toei Reefer Line Ltd,Japan P&I Club,Tokyo,Propeller : Fixed Pitch,null,null,null,14.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:36:29.000Z""",1668184589,1-Reserved,09/10/2017,17,null
37,5,10,null,UIEX,0-AllShips,null,247.1,null,null,Citagong,null,4.3,11040000,null,null,null,247.1,8724418,VLADIVOSTOK,22.452317,55,91.685983,273847300,Dalnegorsk,0-Underway(Engine),null,null,null,null,null,null,null,null,null,2.4,null,null,null,"""2021-11-12T00:56:00.000Z""",1636678560,30-Fishing,null,null,null
109,13,24,Gdanska Stocznia SA,C6FS6,0-AllShips,Registro Italiano Navale,238.6,Costa Rica,10600,Pr Sju,9.1,7.1,11170830,null,Bahamas,10584,240,9046502,SAN JUAN,38.471948,150,-23.099087,311297000,Dole America,0-Underway(Engine),9000026,Tropical Fruit Europe LLC,Dole Food Co,Gard,Nassau                                ,Propeller : Fixed Pitch,431129710,null,null,17.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:23:59.000Z""",1668183839,7-Cargo,28/06/1993,21,null
152,14,27,Naikai Zosen Corp - Setoda,H9GJ,0-AllShips,Nippon Kaiji Kyokai,85,China,27940,Busan,9.6,5.7,11120000,null,Panama,18108,83,9124146,QINGDAO GANG,33.848933,170,126.738485,371778000,Sheng Le C,0-Underway(Engine),4519213B,Guangzhou Seaway International,  Unknown,West of England,Panama,Propeller : Fixed Pitch,null,null,null,9.7,S,In Service/Commission,Bulk Carrier,"""2022-11-11T13:52:44.000Z""",1668174764,7-Cargo,07/11/1995,14.4,null
0,0,0,null,JH3171,0-AllShips,null,266.1,null,null,,null,0,0,null,null,null,285.6,0,MAIZURU KO,35.089838,0,129.027245,431200264,37kaikomaru,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2020-09-14T01:10:22.000Z""",1600045822,30-Fishing,null,null,null
117,5,22,null,D5BR9,9-NoInfo,null,358.1,null,null,Ru Led,null,7.5,9050100,null,null,null,358,9038488,SANKT-PETERBURG,46.4435,150,30.947667,636016280,Baltic Patriot,0-Underway(Engine),null,null,null,null,null,null,null,null,null,8.8,null,null,null,"""2021-10-30T13:50:49.000Z""",1635601849,7-Cargo,null,null,null
0,0,0,null,YB5605,0-AllShips,null,269,null,null,,null,0,0,null,null,null,269,0,null,-6.725423,0,134.860112,525700447,Setyo Makmur Abadi 2,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-01-19T21:00:09.000Z""",1611090009,30-Fishing,null,null,null
24,18,28,Rauma-Repola Oy - Rauma,UDYO,0-AllShips,Russian Maritime Register,359.6,Russia,10070,Kurilskie Ostrova,7.902,7.2,6151200,null,Russia,31949,29.9,8610265,KORSAKOV,43.677637,179,146.76743,273810710,Tsar,0-Underway(Engine),875818,Defreeze LLC,  Unknown,Unknown,Vladivostok,Propeller : Controllable Pitch,1401410,UDYO,null,0,S,In Service/Commission,Fish Factory Ship,"""2022-11-11T13:10:18.000Z""",1668172218,9-Other,19/05/1988,14.3,SH
60,6,12,Miura Saiki,V3DN2,0-AllShips,Intermaritime,41,China,1545,>kr Inc,4.02,5,11120600,null,Belize,1491,40,9145906,ISIKARI WAN,37.089917,75,126.278733,312379000,Glorious Ocean,0-Underway(Engine),611820136,Weihai Yunhao International,Weihai Yunhao International,Unknown,Belize City,Propeller : Fixed Pitch,null,null,null,9.7,S,In Service/Commission,General Cargo Ship,"""2022-11-11T16:35:51.000Z""",1668184551,7-Cargo,12/04/1996,12.36,null
17,4,8,Maritime Shipyards Seattle,WDD7421,0-AllShips,null,18.1,United States of America,null,Egegik,null,6,6180340,null,United States Of America,123,291.6,0,PORT ANGELES,43.68067,24,-124.177967,367186180,Dolphin,0-Underway(Engine),247958,Jimandi Marine LC,  Unknown,Unknown,"Portland, OR",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2022-10-04T22:43:56.000Z""",1664923436,30-Fishing,null,0,SH
89,10,14,Diepen Scheepswerven Bv,HSBX,0-AllShips,null,234.2,Thailand,3514,Kooddoo/maldives,5.258,3.7,11071330,null,Thailand,2966,266,7804900,VICTORIA,0.750617,101,73.419967,567046600,Asian Marine Reefer2,0-Underway(Engine),470004272,Thai Asian Trade Co Ltd,  Unknown,Unknown,Bangkok,Propeller : Controllable Pitch,null,null,null,0.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T14:29:28.000Z""",1668176968,7-Cargo,23/03/1979,13.6,null
125,7,23,Kitanihon,3FJA8,0-AllShips,Nippon Kaiji Kyokai,118,Japan,10601,Cl Vap,9.016,6.8,11281200,null,Panama,9603,118,9412751,KAWASAKI KO,21.730483,143,-177.919717,370095000,Lady Rosebay,0-Underway(Engine),4146010CH,Fresh Carriers Co Ltd,  Unknown,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,Other Cargo Ship,16.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:13:04.000Z""",1668183184,7-Cargo,24/11/2009,19.6,null
112,10,18,Shikoku Dockyard,D7WB,0-AllShips,Korean Register,170,South Korea,7129,Busan.kr,7.316,0,0,null,"Korea, South",6557,290,8904941,DUTCH HARBOR,35.06545,146,129.010622,440686000,Dhara,5-Moored,JJR-171002,Boyang Ltd,Boyang Ltd,Korea P&I Club,Jeju,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:29:11.000Z""",1668184151,7-Cargo,20/04/1989,18.2,null
15,4,8,Aas Mekaniske Verksted AS,LHGV,0-AllShips,null,255.9,Norway,350,Vartdal,null,4,3211234,null,Norway,462,232,9108324,HAREID,62.439395,43,6.239225,259199000,Havoern,0-Underway(Engine),null,Aspoy AS,Aspoy AS,Gard,Aalesund,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:36:38.000Z""",1668184598,7-Cargo,26/11/1994,0,SH
46,6,9,Voldnes Skipsverft AS,CA8236,0-AllShips,Bureau Veritas,87.3,Chile,1118,Fiordo Aysen,5.08,4.5,11110000,null,Chile,933,282,9167954,PUERTO CHACABUCO,-45.292222,56,-73.121337,725003741,Grip Antarctic,5-Moored,3485,Gripship SpA,  Unknown,Unknown,Valparaiso,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:10:28.000Z""",1668183028,7-Cargo,21/06/1997,0,SH
52,4,17,Zamakona Astilleros SA,LGNC,0-AllShips,Det Norske Veritas,351,Norway,2725,,null,6.3,3211234,null,Norway,3600,27,9916537,PUERTO DE BILBAO,43.33253,72,-3.029102,257009000,Inter Atlantic,0-Underway(Engine),null,Intership AS,Intership AS,Unknown,null,"Propeller : Yes, Type Unknown",null,null,null,0,F,Launched,Fish Carrier,"""2022-10-14T08:53:33.000Z""",1665737613,7-Cargo,17/02/2022,0,null
70,0,12,Miho Shimizu,DUA2843,0-AllShips,null,-1,Philippines,1777,Gensan,4.96,0,2460,null,Philippines,1664,-1,7627223,GENERAL SANTOS,6.0056,70,125.131958,548180500,F/v Glaxinia 888,7-EngagedInFishing,00-0002012,Frabelle Fishing Corp,Frabelle Fishing Corp,Unknown,Manila,Propeller : Fixed Pitch,1701603,GLXN,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:10:55.000Z""",1668183055,9-Other,18/12/1976,13.6,null
171,19,32,Dalian COSCO KHI Ship Eng,3FOM2,0-AllShips,Nippon Kaiji Kyokai,99.9,Japan,60965,Pa Blb,13.025,10.1,11192000,null,Panama,34649,100,9899399,CHIBA KO,22.30605,199,-117.53207,357758000,Juno Avenir,0-Underway(Engine),5199821,ENEOS Ocean Corp,Meiji Shipping Group,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,Bulk Carrier,12.9,S,In Service/Commission,Bulk Carrier,"""2022-11-11T16:03:47.000Z""",1668182627,7-Cargo,05/12/2020,15,null
1,1,2,null,YB 3690,0-AllShips,null,262.7,null,null,,null,0,0,null,null,null,262.7,0,null,-5.879748,2,134.165087,525500417,Km Dinasty 66,15-NotDefined,null,null,null,null,null,null,null,null,null,4.8,null,null,null,"""2022-08-29T03:54:53.000Z""",1661745293,30-Fishing,null,null,null
141,14,24,Danyard A/S,C6VB9,9-NoInfo,Bureau Veritas,185.3,Greece,16950,Dk Ska > Ru Led,10,8.6,10311200,null,Bahamas,14406,27,9007489,SANKT-PETERBURG,59.906405,165,30.221895,309193000,Jorgen Reefer,5-Moored,8001120,Cool Carriers AB,Chartworld Shipping Corp,UK P&I,Nassau                                ,Propeller : Controllable Pitch,430919311,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:32:26.000Z""",1668184346,7-Cargo,01/02/1991,19,null
114,8,16,Diepen Scheepswerf,PJFC,0-AllShips,Bureau Veritas,23,Netherlands,8500,Havana,7.9,7.5,11091700,null,Curacao,5918,287,9127928,MOBILE,23.118333,134,-82.35,306136000,Sierra Queen,5-Moored,CUR/138,Seatrade Reefer Chartering NV,Seatrade Groningen BV,North of England,Willemstad,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T10:47:17.000Z""",1668163637,7-Cargo,19/04/1996,16.5,null
10,5,10,null,WDF7411,0-AllShips,null,83.5,null,null,,null,0,0,null,null,null,83.5,0,KODIAK,56.73832,35,-154.119827,368175000,Naknek Spirit,15-NotDefined,null,null,null,null,null,null,null,null,null,3.6,null,null,null,"""2022-10-13T08:43:41.000Z""",1665650621,30-Fishing,null,null,null
null,null,null,null,null,null,null,346.9,null,null,null,null,null,null,null,null,null,346.9,null,KAO-HSIUNG,52.476388,null,1.726685,636013524,null,8-Underway(Sailing),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-06-02T18:40:29.000Z""",1622659229,null,null,null,null
125,13,24,Shikoku Dockyard,3ECM9,0-AllShips,null,208,China,12473,Open_sea,9.9,0,10220100,null,Panama,11417,192,0,PORT ELIZABETH,-18.18215,154,-81.17075,354003000,Shenju,0-Underway(Engine),50860PEXT,Yongxiang International Shpg,Yin LB,Unknown,Panama,Propeller : Fixed Pitch,null,null,null,2.5,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:05:03.000Z""",1668182703,7-Cargo,18/11/1998,21,null
0,0,0,Watanabe Nagasaki,JL6309,0-AllShips,null,9.2,Japan,null,,3.75,0,0,null,Japan,321,9.2,0,UWAJIMA,35.14258,0,139.274215,431834000,Yoshihoumaru,15-NotDefined,134886,Oda Suisan,  Unknown,Unknown,"Uwajima, Ehime",Propeller : Fixed Pitch,443183410,YOSI,null,9.9,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:34:41.000Z""",1668184481,30-Fishing,25/01/1996,0,SH
136,12,24,null,A8IP4,0-AllShips,null,298,null,null,Nl Vli,null,7,1080430,null,null,null,241,9167801,GDANSK,51.464617,155,3.69645,636091016,Comoros Stream,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2020-01-08T10:03:23.000Z""",1578477803,7-Cargo,null,null,null
28,6,6,null,YB8192,0-AllShips,null,132.7,null,null,,null,0,0,null,null,null,132.7,0,BITUNG,1.256807,28,125.238678,525900612,Km Mitra Bahari  12,15-NotDefined,null,null,null,null,null,null,null,null,null,6.1,null,null,null,"""2021-10-02T16:04:42.000Z""",1633190682,30-Fishing,null,null,null
100,10,18,null,C6VY5,0-AllShips,null,112.2,null,null,Zhou Shan,null,5.9,1041400,null,null,null,281.2,8822583,PUSAN,30.050773,136,121.837132,311461000,Green Magic,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2020-03-13T10:07:28.000Z""",1584094048,7-Cargo,null,null,null
30,6,11,Asenav,VOMT,0-AllShips,Det Norske Veritas,238.3,Canada,785,Digby.n S,4.85,5,10101400,null,Canada,630,144,9296169,DIGBY,44.625077,40,-65.751288,316013660,Colby Perce,0-Underway(Engine),834769,Kelly Cove Salmon Ltd,Cooke Aquaculture Inc,Unknown,"St Andrews, NB",Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:34:36.000Z""",1668184476,30-Fishing,30/04/2003,0,SH
21,7,16,Khersonskiy SSZ OAO,LADQ8,0-AllShips,Det Norske Veritas,273.5,Iceland,2554,No Aes,6.13,6,11100630,null,Norway (Nis),3538,91,9393917,ALESUND,62.489607,82,6.304917,257307000,Polfoss,0-Underway(Engine),null,Eimskip Island ehf,Eimskip Island ehf,Standard Club,Tromso                                ,Propeller : Controllable Pitch,null,null,null,2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:39:32.000Z""",1668184772,7-Cargo,17/11/2007,15,null
80,5,15,Ysselwerf,JVCK7,0-AllShips,null,341.8,China,3878,Busan@>korea,5.423,3.8,12131500,null,Mongolia,2988,345,7819034,TAI-CHUNG KANG,24.233967,97,120.433733,457013000,Huge Luck 9,0-Underway(Engine),46301979,Square Center Group Co Ltd,Xie X,Shipowners' Club,Ulaanbaatar,Propeller : Controllable Pitch,null,null,null,4.9,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-01-15T06:23:55.000Z""",1642227835,7-Cargo,25/04/1979,14.5,null
14,2,10,Miclyn Shipbuilding & Eng,HP4669,0-AllShips,Bureau Veritas,261.4,Singapore,306,Champion Field,3.5,3.5,10180300,null,Panama,498,258,9500340,MUARA HARBOR,5.13371,40,114.987008,352363000,Miclyn Onyx,0-Underway(Engine),null,MEO Brunei Sdn Bhd,  Unknown,Unknown,Panama,Propeller : Fixed Pitch,null,null,null,6.6,S,In Service/Commission,Anchor Hoy,"""2022-11-10T19:52:16.000Z""",1668109936,52-Tug,23/05/2008,10,null
0,0,0,null,1067,9-NoInfo,null,348.7,null,null,,null,0,0,null,null,null,348,0,KIRKENES,67.896843,0,12.82904,259237000,Bakke Jr,15-NotDefined,null,null,null,null,null,null,null,null,null,2.1,null,null,null,"""2022-02-28T08:24:35.000Z""",1646036675,9-Other,null,null,null
73,12,16,Kochi (Eiho),UBQR7,0-AllShips,Russian Maritime Register,302.3,Russia,3941,Vladivostok,6.55,6.7,6111300,null,Russia,3264,98,8512920,VLADIVOSTOK,43.081892,92,131.893108,273439230,Ice Crystal,5-Moored,null,Kargo Pacific Co Ltd,  Unknown,Unknown,Vladivostok,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:38:33.000Z""",1668184713,7-Cargo,09/07/1985,14,null
67,9,16,Marine Projects Ltd Sp z oo,LFBZ,5-Reserved,Det Norske Veritas,246.5,Norway,5500,Joefjorden,6.8,6.8,10100430,null,Norway,3579,179,9831971,TROMSO,70.450855,82,23.638328,257028310,Ro Fortune,0-Underway(Engine),null,Rostein AS,Rostein AS,Unknown,Aalesund,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:35:56.000Z""",1668184556,7-Cargo,17/12/2017,13,SH
20,9,18,Sunandar,YB5553,Unknown,null,216,Indonesia,null,,null,0,0,null,Indonesia,294,0,0,null,-12.660492,40,113.178347,525600615,Mutiara 36,15-NotDefined,15.20.0001.02.39975,Intimas Surya PT,  Unknown,Unknown,Benoa,Propeller : Fixed Pitch,null,null,null,4.4,S,In Service/Commission,Fish Carrier,"""2022-11-11T08:21:55.000Z""",1668154915,0-Unknown,null,0,null
91,14,18,Honda Saiki,UCGW,0-AllShips,Russian Maritime Register,345.2,Russia,6060,Ru Zar,7.419,7.3,11050900,null,Russia,5874,346,8216916,VLADIVOSTOK,42.624992,125,131.110378,273317370,Mercury,0-Underway(Engine),202193,Metelitsa Co Ltd,  Unknown,Ingosstrakh Insurance,Vladivostok,Propeller : Controllable Pitch,null,null,null,3.4,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-05T04:38:54.000Z""",1667623134,7-Cargo,08/08/1983,17,null
46,2,10,null,DUL6697,0-AllShips,null,239.3,null,null,,null,0,0,null,null,null,42.6,0,LAE,-6.743172,58,146.993157,548255500,Rosemont 888,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-01-02T00:00:45.000Z""",1641081645,30-Fishing,null,null,null
54,5,10,Hjorungavaag Verksted AS,V4DM4,0-AllShips,null,175.5,Norway,1120,Oslofjorden,3.542,4,6272100,null,St Kitts & Nevis,853,175,7311769,OSLO,59.666602,60,10.615603,341864000,Gullha,0-Underway(Engine),SKN 1003641,Zuzanna 2 AS,Gullha 2 AS,Unknown,Basseterre,Propeller : Fixed Pitch,null,null,null,8.3,S,In Service/Commission,General Cargo Ship,"""2022-11-11T16:38:19.000Z""",1668184699,7-Cargo,15/02/1973,10.5,null
85,8,16,Zhoushan Hetai Shipbuilding,BZV6Y,0-AllShips,null,0,China,null,,null,0,0,null,"China, People's Republic Of",4506,0,0,PORT LOUIS,29.9913,116,122.14395,412420998,Ning Tai Leng 6@<:6:,15-NotDefined,3.309E+15,Zhoushan Ningtai Ocean Fish,Zhoushan Ningtai Ocean Fish,Unknown,"Zhoushan, Zhejiang","Propeller : Yes, Type Unknown",null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-07T23:05:50.000Z""",1667862350,7-Cargo,null,0,SH
43,6,9,Fujian Huahai Shipbuilding,BORS7,0-AllShips,China Classification Society,259,China,706,Ning De,3.75,3.8,8261800,null,"China, People's Republic Of",498,259,9947811,null,26.878333,55,119.67,413289070,Zhongyu 266,1-AtAnchor,20211994471,Zhongyu Fujian Fishery Co Ltd,Zhongyu Fujian Fishery Co Ltd,Unknown,"Fuzhou, Fujian",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-10T07:45:10.000Z""",1668066310,9-Other,28/07/2021,11.8,null
14,4,12,Guangzhou Southern Shbldg Co,CA3621,0-AllShips,American Bureau of Shipping,270,Chile,1380,Xaltegua,4.8,5.8,11100900,null,Chile,1365,216,9620853,RADA PUNTA ARENAS,-53.198787,64,-72.910913,725000879,Seifyr,0-Underway(Engine),3293,CPT Empresas Maritimas SA,CPT Empresas Maritimas SA,West of England,Valparaiso,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:14:19.000Z""",1668183259,30-Fishing,07/05/2011,0,SH
7,5,7,Halter Services New Orlea,WDF4089,0-AllShips,null,298.7,United States of America,null,Homer[ak_,1.829,3,2082000,null,United States Of America,101,298.7,0,HOMER,59.605128,26,-151.422777,338898000,Egegik Spirit,5-Moored,299957,Egegik Spirit Group LLC,  Unknown,Shipowners' Club,"Kodiak, AK",Propeller : Fixed Pitch,null,null,null,1.2,S,In Service/Commission,Research Vessel,"""2022-08-26T22:13:53.000Z""",1661552033,32-BigTow,null,9,null
